iteration_id,branch_id,setup_definition,high_lookback_days,leader_strength_definition,laggard_definition,trigger_definition,context_filter,comparison_target,holding_window_days,sample_count,avg_excess_return,median_excess_return,hit_rate,subperiod_consistency,headline_verdict,notes
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,2.0,22,-0.0004984301777156,0.0010416489701928,0.5454545454545454,mixed pre/post 2020,revise,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,3.0,22,-0.00389614954725,-0.0029531935724803,0.3636363636363636,mixed pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,4.0,22,-0.0014440356544924,-0.0001687578750828,0.5,negative pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,5.0,22,-0.0011111700425646,-0.0004503092532069,0.5,negative pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,2.0,22,0.0001671155766301,-0.0001055488479287,0.5,mixed pre/post 2020,revise,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,3.0,22,-0.0025251938286052,-0.0013812143644603,0.4090909090909091,mixed pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,4.0,22,-0.0012324058972707,-0.0009325908492318,0.4090909090909091,negative pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,5.0,22,0.0002032209277388,0.0018195779589514,0.5909090909090909,mixed pre/post 2020,revise,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,2.0,20,-0.0002551038272226,-0.0007608847048292,0.45,mixed pre/post 2020,kill,setups=20; triggered=20; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,3.0,20,-0.003346588654635,-0.0020792727557465,0.35,mixed pre/post 2020,kill,setups=20; triggered=20; expired=0; laggard=QQQ
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,4.0,20,-0.0029899980262375,-0.0017698578091605,0.35,negative pre/post 2020,kill,setups=20; triggered=20; expired=0; laggard=QQQ
